scenario_idx,minADE,minFDE,miss
9820,0.133659,0.128991,0
9821,0.330286,0.378102,0
9822,0.120054,0.137684,0
9823,0.299262,0.390644,0
9824,0.876192,1.974784,0
9825,0.650748,1.068738,0
9826,1.343985,1.142427,0
9827,0.597612,0.642145,0
9828,0.129374,0.127030,0
9829,0.281006,0.556944,0
9830,0.093339,0.088485,0
9831,0.105752,0.115404,0
9832,0.265627,0.274255,0
9833,1.015374,2.515610,1
9834,1.037648,2.050543,1
9835,0.453910,1.265683,0
9836,0.143165,0.157774,0
9837,0.466239,0.654689,0
9838,0.641564,1.008615,0
9839,1.404138,2.030368,1
9840,0.186601,0.055602,0
9841,0.332212,0.114532,0
9842,0.055873,0.048259,0
9843,0.385612,0.288931,0
9844,2.817679,6.296923,1
9845,0.113109,0.095441,0
9846,0.213653,0.182417,0
9847,0.415423,0.325045,0
9848,0.472940,0.748950,0
9849,1.537269,4.175295,1
9850,0.452473,0.633214,0
9851,0.527619,1.280994,0
9852,0.469607,0.383953,0
9853,2.980193,8.644618,1
9854,0.536951,0.764012,0
9855,1.388939,5.715993,1
9856,0.330247,0.418181,0
9857,0.425259,0.988731,0
9858,0.380081,0.516748,0
9859,0.232343,0.729123,0
9860,0.677285,0.710394,0
9861,1.093176,2.474473,1
9862,0.055316,0.020977,0
9863,0.732431,1.371152,0
9864,0.363718,0.811041,0
9865,0.552324,0.432929,0
9866,0.938544,1.298792,0
9867,0.845087,1.192971,0
9868,0.057116,0.067680,0
9869,0.497413,1.056152,0
9870,0.747281,1.061371,0
9871,0.492373,1.875368,0
9872,0.934739,1.528039,0
9873,0.096613,0.070129,0
9874,0.578539,0.881033,0
9875,0.239511,0.453447,0
9876,0.047417,0.012284,0
9877,0.288535,0.312373,0
9878,0.500598,0.986221,0
9879,0.514611,0.782921,0
9880,0.088240,0.053189,0
9881,0.109601,0.062389,0
9882,0.749533,2.816224,1
9883,1.017073,1.222527,0
9884,0.203032,0.217194,0
9885,0.738320,1.558535,0
9886,0.347700,0.273070,0
9887,0.663141,0.842288,0
9888,0.253177,0.520614,0
9889,1.709335,0.968099,0
9890,0.733318,1.999321,0
9891,0.803442,3.851430,1
9892,0.640980,0.747312,0
9893,1.731651,4.423759,1
9894,0.293756,0.443326,0
9895,0.192803,0.356479,0
9896,0.068626,0.071963,0
9897,0.638544,0.829041,0
9898,0.226277,0.097252,0
9899,0.395788,0.340095,0
9900,0.558552,1.477111,0
9901,0.052521,0.021682,0
9902,0.130932,0.122738,0
9903,0.663178,1.300204,0
9904,2.842984,6.965961,1
9905,0.173167,0.376902,0
9906,0.452359,0.792466,0
9907,0.077579,0.078733,0
9908,0.204536,0.162178,0
9909,1.821880,2.520590,1
9910,0.473811,0.654079,0
9911,1.145861,2.176154,1
9912,1.158153,1.618938,0
9913,0.616528,0.664783,0
9914,0.290385,0.168772,0
9915,2.812228,7.435414,1
9916,0.156296,0.126359,0
9917,0.186210,0.049898,0
9918,0.062830,0.034970,0
9919,0.073868,0.045854,0
9920,1.764933,4.595309,1
9921,0.097906,0.052555,0
9922,0.506847,0.743743,0
9923,1.403344,2.942586,1
9924,1.060595,2.840144,1
9925,0.634993,1.078749,0
9926,0.290233,0.449081,0
9927,0.685288,1.480111,0
9928,0.475409,0.472456,0
9929,0.329158,1.058341,0
9930,0.694156,2.915097,1
9931,1.535251,1.718730,0
9932,0.339585,0.250560,0
9933,0.544168,2.126281,1
9934,1.172802,3.159989,1
9935,0.314905,0.636675,0
9936,2.532675,4.248135,1
9937,0.413363,0.606478,0
9938,0.107170,0.120656,0
9939,1.202060,2.016994,1
9940,0.539424,0.950010,0
9941,1.004722,1.379736,0
9942,0.212425,0.283812,0
9943,0.450725,1.184381,0
9944,0.579803,1.077507,0
9945,0.068571,0.030328,0
9946,0.632599,1.115855,0
9947,2.626186,3.017901,1
9948,1.766369,2.984299,1
9949,0.150229,0.044411,0
9950,3.363357,10.119302,1
9951,0.843844,2.488692,1
9952,0.499379,0.394878,0
9953,0.686431,1.163088,0
9954,0.485711,0.443726,0
9955,0.064760,0.071046,0
9956,0.270828,0.573046,0
9957,0.503505,0.749546,0
9958,0.505094,1.112193,0
9959,0.350836,0.524676,0
9960,0.642825,0.886340,0
9961,1.782910,2.282646,1
9962,0.397059,0.877485,0
9963,0.900972,2.997287,1
9964,0.592383,1.044673,0
9965,0.588260,1.370808,0
9966,0.076114,0.081242,0
9967,0.928404,2.734317,1
9968,0.551228,0.760991,0
9969,0.810131,0.536512,0
9970,0.057621,0.043627,0
9971,0.136668,0.122948,0
9972,0.151233,0.245599,0
9973,0.507548,1.034131,0
9974,0.368024,0.579051,0
9975,0.058094,0.048059,0
9976,0.120559,0.023455,0
9977,0.215642,0.172063,0
9978,0.471299,0.553831,0
9979,0.406737,1.176794,0
9980,0.284985,0.489530,0
9981,0.528529,1.316149,0
9982,0.263831,0.302098,0
9983,0.471824,0.729169,0
9984,2.565163,5.151205,1
9985,0.061978,0.112801,0
9986,0.118493,0.106548,0
9987,0.545604,0.851619,0
9988,2.138507,4.706014,1
9989,0.819014,1.282576,0
9990,0.096047,0.095455,0
9991,0.475865,0.443691,0
9992,0.549954,0.953736,0
9993,0.876893,2.300076,1
9994,0.459046,0.504463,0
9995,0.777165,1.788961,0
9996,0.359443,0.811522,0
9997,0.515922,0.844869,0
9998,0.078676,0.090416,0
9999,0.071740,0.117222,0
10000,0.631392,0.761369,0
10001,0.481163,1.044337,0
10002,0.442239,0.941631,0
10003,0.451793,0.452469,0
10004,0.081038,0.059293,0
10005,0.244083,0.488882,0
10006,0.063664,0.062210,0
10007,0.106550,0.114688,0
10008,0.991337,2.235234,1
10009,0.301201,0.544040,0
10010,0.079956,0.055817,0
10011,0.419511,1.564068,0
10012,0.484263,0.935893,0
10013,0.124821,0.121848,0
10014,0.172911,0.137783,0
10015,0.755646,1.274551,0
10016,0.257735,0.574043,0
10017,1.150285,1.521947,0
10018,0.087022,0.135498,0
10019,1.537819,2.780176,1
10020,0.190654,0.496482,0
10021,0.222543,0.082313,0
10022,0.142245,0.173305,0
10023,1.131748,0.954469,0
10024,0.786788,1.211787,0
10025,1.416569,1.080243,0
10026,0.262580,0.222470,0
10027,0.287520,0.116426,0
10028,0.784076,0.920510,0
10029,0.887010,1.389573,0
10030,0.581290,0.874904,0
10031,0.304707,0.593281,0
10032,0.740588,1.545993,0
10033,0.498583,0.822030,0
10034,0.068940,0.061511,0
10035,0.434892,0.381323,0
10036,0.536667,0.749930,0
10037,0.245449,0.307875,0
10038,1.934049,3.690482,1
10039,0.671511,0.869809,0
10040,0.076782,0.098477,0
10041,0.377905,0.898933,0
10042,0.078612,0.060605,0
10043,2.089555,5.515970,1
10044,0.593641,0.959011,0
10045,0.173586,0.172659,0
10046,0.061710,0.055229,0
10047,0.332634,0.727155,0
10048,0.065110,0.063279,0
10049,0.937762,1.385670,0
10050,0.564255,1.002259,0
10051,0.068035,0.072472,0
10052,0.218196,0.403377,0
10053,0.872232,1.481709,0
10054,0.303917,0.375037,0
10055,0.059864,0.054374,0
10056,0.831534,1.329239,0
10057,0.244824,0.438262,0
10058,0.051063,0.040457,0
10059,0.720034,0.844773,0
10060,1.989293,3.987377,1
10061,0.436343,0.373078,0
10062,0.744346,1.424747,0
10063,0.973481,1.453884,0
10064,2.870063,4.098965,1
10065,0.632887,0.758099,0
10066,1.114633,1.895314,0
10067,0.634128,0.478100,0
10068,0.323298,0.171173,0
10069,0.108047,0.092148,0
10070,1.127034,1.819413,0
10071,1.016120,1.947974,0
10072,2.220392,2.733485,1
10073,0.460411,0.869997,0
10074,0.556797,0.299477,0
10075,0.580348,1.598010,0
10076,0.766981,1.384517,0
10077,0.527699,0.784654,0
10078,0.349117,0.459962,0
10079,0.776247,0.896057,0
10080,0.128432,0.082394,0
10081,0.759457,1.714268,0
10082,0.518438,0.509797,0
10083,0.858455,0.497217,0
10084,0.291487,0.647696,0
10085,0.641459,0.627751,0
10086,0.113861,0.104084,0
10087,0.564123,0.957549,0
10088,0.175660,0.038835,0
10089,0.101915,0.117600,0
10090,0.369922,0.848449,0
10091,0.489970,1.103490,0
10092,0.278581,0.077517,0
10093,0.699494,0.359117,0
10094,0.054912,0.041726,0
10095,0.278402,0.595228,0
10096,0.056671,0.047538,0
10097,1.046685,2.656943,1
10098,0.159014,0.081460,0
10099,0.215065,0.140228,0
10100,1.445034,1.948082,0
10101,0.270966,0.440215,0
10102,0.362053,0.559680,0
10103,0.868267,1.528438,0
10104,0.559951,1.072910,0
10105,1.608823,5.984022,1
10106,0.948220,1.750806,0
10107,0.190666,0.216232,0
10108,0.613992,1.292259,0
10109,0.762127,2.717154,1
10110,0.051207,0.032882,0
10111,1.414148,2.609726,1
10112,2.542801,5.522745,1
10113,0.085547,0.090946,0
10114,1.151232,2.144568,1
10115,0.527575,0.795413,0
10116,0.275825,0.714257,0
10117,0.078423,0.083181,0
10118,0.460943,0.618536,0
10119,4.336693,9.536730,1
10120,0.497474,1.009431,0
10121,0.056801,0.042672,0
10122,0.100135,0.118207,0
10123,0.488252,0.591135,0
10124,0.170746,0.059724,0
10125,1.236040,3.572060,1
10126,0.226582,0.101150,0
10127,0.295627,0.488017,0
10128,0.549614,0.839758,0
10129,0.489432,1.153824,0
10130,0.320093,0.262755,0
10131,0.980509,1.771402,0
10132,0.272674,0.398857,0
10133,0.071938,0.083401,0
10134,0.176622,0.077419,0
10135,0.482025,0.422876,0
10136,0.704651,1.910818,0
10137,0.703005,1.125270,0
10138,1.319988,1.856680,0
10139,1.575967,3.340464,1
10140,0.397626,0.678715,0
10141,0.085016,0.063681,0
10142,1.631447,1.829296,0
10143,0.532403,0.038508,0
10144,0.093203,0.100112,0
10145,1.034074,3.230213,1
10146,0.234309,0.324103,0
10147,0.667731,1.114686,0
10148,0.722004,1.547060,0
10149,0.423965,0.391841,0
10150,1.908553,3.259290,1
10151,0.233183,0.423716,0
10152,0.508745,0.815810,0
10153,0.236963,0.165816,0
10154,0.500429,0.852819,0
10155,0.068614,0.050183,0
10156,0.349206,0.686588,0
10157,0.398257,0.812047,0
10158,0.378939,0.506418,0
10159,0.063093,0.053059,0
10160,0.458911,0.824709,0
10161,1.337151,1.842627,0
10162,2.017028,1.960522,0
10163,0.360900,0.459216,0
10164,0.325332,0.369638,0
10165,0.064098,0.060414,0
10166,0.087895,0.084426,0
10167,0.233116,0.763011,0
10168,0.072440,0.075338,0
10169,0.162320,0.281992,0
10170,0.595357,0.502701,0
10171,0.195467,0.072435,0
10172,0.093767,0.084599,0
10173,0.118857,0.278452,0
10174,0.457658,0.542894,0
10175,2.509802,6.325976,1
10176,1.706783,2.046707,1
10177,0.256319,0.364768,0
10178,0.335582,0.563613,0
10179,1.478424,4.117655,1
10180,0.925059,1.611920,0
10181,0.214505,0.452522,0
10182,0.207533,0.112037,0
10183,1.966809,2.611396,1
10184,0.503204,0.626486,0
10185,0.074986,0.044722,0
10186,0.056894,0.033793,0
10187,0.790632,1.376491,0
10188,1.376328,4.506078,1
10189,0.565758,0.846472,0
10190,1.540139,4.562052,1
10191,1.002677,1.946131,0
10192,0.132144,0.150904,0
10193,0.124631,0.072900,0
10194,0.398742,0.491304,0
10195,0.142164,0.200893,0
10196,0.584962,0.856116,0
10197,0.156173,0.144963,0
10198,1.722618,1.252378,0
10199,0.503881,0.661386,0
10200,0.111038,0.117062,0
10201,3.174751,3.633109,1
10202,0.062495,0.054668,0
10203,1.752622,5.065381,1
10204,0.682394,0.619342,0
10205,0.894976,2.440470,1
10206,0.387171,0.367196,0
10207,0.223010,0.349517,0
10208,0.797060,1.328342,0
10209,0.204305,0.314348,0
10210,0.661011,1.683371,0
10211,0.091402,0.127581,0
10212,0.281387,0.364052,0
10213,1.144533,1.953879,0
10214,1.181198,1.567971,0
10215,1.481784,2.475797,1
10216,0.094884,0.106860,0
10217,1.644528,1.228139,0
10218,0.549516,0.571445,0
10219,0.501493,1.030454,0
10220,0.722232,1.467267,0
10221,0.186479,0.123477,0
10222,0.458087,0.786740,0
10223,0.103368,0.116202,0
10224,0.282719,0.663085,0
10225,1.061890,0.750703,0
10226,1.695733,2.543182,1
10227,1.430674,2.431380,1
10228,0.499991,0.475157,0
10229,0.197739,0.069462,0
10230,0.110552,0.155870,0
10231,0.064563,0.055890,0
10232,0.085351,0.056954,0
10233,0.391042,0.120473,0
10234,0.490137,1.609253,0
10235,0.306224,0.715355,0
10236,0.943752,1.720267,0
10237,0.406234,0.373632,0
10238,0.956152,1.061131,0
10239,1.313025,2.062461,1
10240,0.354430,0.503014,0
10241,2.490251,4.185462,1
10242,0.373923,0.144068,0
10243,0.147602,0.013473,0
10244,3.534186,11.091026,1
10245,0.055796,0.103874,0
10246,2.272490,5.583392,1
10247,0.237558,0.675921,0
10248,0.774795,1.020357,0
10249,0.266168,0.658897,0
10250,2.968223,6.075465,1
10251,0.083141,0.086006,0
10252,0.120400,0.332439,0
10253,0.492962,1.138027,0
10254,0.390298,0.493773,0
10255,0.326853,0.530866,0
10256,0.909886,1.304112,0
10257,0.904936,2.334287,1
10258,0.159532,0.067961,0
10259,2.370223,2.722348,1
10260,0.551796,0.627699,0
10261,0.389244,0.492523,0
10262,1.212025,2.382126,1
10263,0.828036,1.803274,0
10264,0.071067,0.071337,0
10265,0.405927,0.386821,0
10266,0.449933,0.946779,0
10267,0.684737,1.399401,0
10268,2.094045,4.203126,1
10269,3.681860,7.091696,1
10270,0.184919,0.107018,0
10271,0.868803,2.421790,1
10272,1.629286,1.801742,0
10273,0.071598,0.057220,0
10274,0.148615,0.071753,0
10275,0.202629,0.544003,0
10276,0.060531,0.053287,0
10277,0.358336,0.173230,0
10278,1.236702,2.594586,1
10279,0.194298,0.151285,0
10280,1.216086,3.205331,1
10281,0.273069,0.310698,0
10282,1.642354,1.546649,0
10283,1.074884,1.129153,0
10284,0.662977,1.576052,0
10285,0.362632,0.106389,0
10286,0.763519,1.588996,0
10287,0.163888,0.208514,0
10288,1.780487,2.690603,1
10289,0.203016,0.395020,0
10290,0.080379,0.076189,0
10291,0.795631,1.228140,0
10292,0.110696,0.103020,0
10293,0.632991,1.097764,0
10294,0.907249,3.793022,1
10295,0.520498,0.620752,0
10296,0.287070,0.401522,0
10297,1.227184,3.141267,1
10298,0.111443,0.117652,0
10299,0.709762,1.095660,0
10300,0.478161,1.279176,0
10301,0.096767,0.053583,0
10302,0.144599,0.157657,0
10303,1.189053,1.929884,0
10304,0.074084,0.065446,0
10305,0.697420,1.782099,0
10306,0.167710,0.279683,0
10307,0.084315,0.075087,0
10308,0.565553,0.927125,0
10309,0.518420,0.762370,0
10310,0.216475,0.248929,0
10311,0.455290,0.609003,0
10312,0.086755,0.091830,0
10313,0.120753,0.035636,0
10314,0.269794,0.311792,0
10315,1.407025,3.305791,1
10316,0.117655,0.117900,0
10317,0.405633,0.695446,0
10318,0.474762,0.973409,0
10319,1.365756,2.261435,1
10320,1.564057,3.251999,1
10321,0.096716,0.101323,0
10322,0.241032,0.558282,0
10323,0.258650,0.340291,0
10324,1.887194,7.013305,1
10325,0.463630,0.945257,0
10326,0.349041,0.158012,0
10327,0.100115,0.072150,0
10328,1.938298,7.894781,1
10329,0.763749,3.911273,1
10330,0.259215,0.532296,0
10331,0.424429,0.838049,0
10332,0.615289,0.202339,0
10333,0.509056,0.505958,0
10334,0.651356,1.202110,0
10335,0.270520,0.266516,0
10336,1.100527,2.256501,1
10337,2.084527,5.152688,1
10338,0.377227,0.642975,0
10339,0.541814,1.423215,0
10340,0.081014,0.088392,0
10341,0.080183,0.073863,0
10342,1.762135,2.370447,1
10343,0.513188,0.955712,0
10344,2.637635,5.561611,1
10345,0.115408,0.056804,0
10346,0.080548,0.107077,0
10347,0.997871,1.324169,0
10348,0.075859,0.085297,0
10349,0.625594,1.126825,0
10350,0.867416,2.042300,1
10351,0.315100,0.485654,0
10352,0.796639,0.948006,0
10353,0.109630,0.108049,0
10354,0.334986,0.250172,0
10355,0.818838,1.354241,0
10356,0.757718,1.697147,0
10357,0.134943,0.098054,0
10358,1.101965,1.211767,0
10359,0.510277,0.532807,0
10360,0.682082,1.377509,0
10361,0.409960,0.750944,0
10362,0.515357,0.860306,0
10363,0.254650,0.713303,0
10364,0.415348,0.722726,0
10365,0.134525,0.191958,0
10366,0.788230,1.607409,0
10367,0.190054,0.569475,0
10368,0.557959,1.744211,0
10369,0.457492,0.267061,0
10370,0.061560,0.057446,0
10371,0.309932,0.171647,0
10372,0.297020,0.871886,0
10373,1.650229,2.056574,1
10374,0.091973,0.068581,0
10375,0.435538,0.205113,0
10376,0.235214,0.240787,0
10377,0.283121,0.314372,0
10378,0.123955,0.131179,0
10379,0.087734,0.097091,0
10380,1.578910,2.134292,1
10381,1.722140,0.562688,0
10382,0.089113,0.099323,0
10383,0.441123,0.708506,0
10384,0.701799,0.846790,0
10385,1.448261,2.494730,1
10386,0.394288,0.543511,0
10387,1.706821,4.359069,1
10388,0.111940,0.192495,0
10389,0.485043,0.221946,0
10390,0.068919,0.071197,0
10391,0.076170,0.080396,0
10392,0.524404,1.019423,0
10393,1.935207,2.656440,1
10394,0.596844,1.807779,0
10395,1.087688,1.361147,0
10396,0.711604,1.232852,0
10397,0.431180,0.535840,0
10398,1.140288,2.329635,1
10399,0.279491,0.270360,0
10400,0.140392,0.174830,0
10401,0.764552,1.761277,0
10402,0.384340,0.746614,0
10403,0.083103,0.092246,0
10404,0.909548,1.964236,0
10405,1.904872,3.413914,1
10406,1.244120,3.864209,1
10407,0.092846,0.099310,0
10408,1.829522,3.475758,1
10409,0.231609,0.313921,0
10410,0.133860,0.100252,0
10411,0.335318,0.379446,0
10412,1.356797,4.354108,1
10413,0.866547,1.749217,0
10414,0.966377,1.431933,0
10415,0.121882,0.105583,0
10416,0.499984,0.993542,0
10417,0.091878,0.068671,0
10418,0.525537,0.871223,0
10419,0.491442,0.829868,0
10420,0.107293,0.087974,0
10421,0.226438,0.125215,0
10422,0.692093,1.546996,0
10423,0.411946,0.576311,0
10424,0.272922,0.565179,0
10425,1.011026,3.119289,1
10426,0.171951,0.256473,0
10427,0.725559,1.629138,0
10428,1.516573,4.709825,1
10429,0.439446,0.099873,0
10430,0.469176,0.315790,0
10431,0.177446,0.189824,0
10432,0.145337,0.150197,0
10433,0.432973,1.373642,0
10434,0.064585,0.060947,0
10435,0.324391,0.372140,0
10436,0.045219,0.037270,0
10437,0.340176,0.630405,0
10438,0.985183,1.797068,0
10439,0.323180,0.622256,0
10440,0.758589,0.555424,0
10441,0.094534,0.054630,0
10442,0.280230,0.423094,0
10443,0.141630,0.071412,0
10444,0.460820,1.020494,0
10445,0.369370,0.404333,0
10446,0.596633,0.316282,0
10447,0.335692,0.790133,0
10448,0.601593,0.986881,0
10449,0.965814,1.570611,0
10450,0.774902,1.246471,0
10451,1.188570,1.505430,0
10452,1.138235,1.880982,0
10453,3.677154,10.404780,1
10454,6.518242,16.507030,1
10455,0.093544,0.096168,0
10456,0.423413,0.374606,0
10457,0.170381,0.141392,0
10458,1.588353,2.936006,1
10459,0.831225,1.892669,0
10460,0.120398,0.107614,0
10461,0.284572,0.190400,0
10462,0.559815,1.336258,0
10463,0.599892,0.756762,0
10464,0.287072,0.733047,0
10465,0.664440,0.240162,0
10466,1.628622,2.322118,1
10467,0.296600,0.776020,0
10468,0.949504,2.666906,1
10469,1.135464,2.621724,1
10470,0.209303,0.532308,0
10471,1.151073,1.783617,0
10472,0.850422,1.534638,0
10473,0.073070,0.075208,0
10474,1.190383,1.077851,0
10475,0.328863,0.124874,0
10476,0.117893,0.112271,0
10477,0.701670,1.640954,0
10478,2.393141,3.390047,1
10479,0.381010,0.240960,0
10480,0.429491,0.346975,0
10481,0.594537,0.813222,0
10482,0.056109,0.068097,0
10483,0.428385,0.841986,0
10484,0.934438,1.301225,0
10485,0.557264,1.072145,0
10486,0.137772,0.098532,0
10487,1.962340,2.297147,1
10488,0.140393,0.136193,0
10489,0.320348,0.823487,0
10490,1.837120,2.363948,1
10491,0.449529,0.687933,0
10492,0.825008,1.579309,0
10493,3.741321,7.174615,1
10494,0.110245,0.080696,0
10495,1.574665,2.575083,1
10496,0.348424,0.070029,0
10497,0.081277,0.257064,0
10498,0.086587,0.097453,0
10499,0.082066,0.021964,0
10500,0.086776,0.094077,0
10501,0.476777,0.762191,0
10502,0.698298,1.119727,0
10503,0.333767,0.598780,0
10504,0.232306,0.266683,0
10505,0.061258,0.052976,0
10506,0.207267,0.230337,0
10507,0.989751,2.362416,1
10508,0.074782,0.078610,0
10509,0.050698,0.036779,0
10510,0.206056,0.250124,0
10511,0.146758,0.169905,0
10512,0.074447,0.078665,0
10513,1.898786,3.835465,1
10514,0.424235,1.302224,0
10515,0.421700,0.547060,0
10516,0.657355,1.549723,0
10517,1.090122,1.593073,0
10518,2.669677,1.311682,0
10519,4.695814,9.670131,1
10520,0.387264,0.662405,0
10521,0.437277,0.250461,0
10522,0.062569,0.085827,0
10523,0.069092,0.066408,0
10524,0.236559,0.156872,0
10525,0.498043,0.701404,0
10526,0.368500,0.637835,0
10527,0.335463,1.010098,0
10528,2.076980,0.701032,0
10529,0.580851,1.671455,0
10530,0.118912,0.068709,0
10531,0.464314,0.629737,0
10532,0.108822,0.118120,0
10533,1.321386,1.317806,0
10534,1.238866,1.631659,0
10535,0.586678,0.838899,0
10536,0.137528,0.009676,0
10537,0.202599,0.215900,0
10538,0.105706,0.094567,0
10539,0.108077,0.084980,0
10540,0.558890,0.719082,0
10541,0.095286,0.092912,0
10542,0.500949,0.368679,0
10543,1.013491,1.743556,0
10544,0.583734,0.672950,0
10545,0.340793,0.217050,0
10546,0.487251,1.018175,0
10547,0.458618,0.701804,0
10548,0.099511,0.074251,0
10549,3.875191,8.247233,1
10550,0.417418,0.499327,0
10551,0.146955,0.111805,0
10552,0.067061,0.049110,0
10553,0.182019,0.151086,0
10554,0.576824,0.892483,0
10555,0.443177,1.041265,0
10556,1.498834,4.765189,1
10557,1.847026,5.693769,1
10558,0.308753,0.401459,0
10559,0.094512,0.099886,0
10560,0.083809,0.080333,0
10561,0.434466,1.095300,0
10562,0.194444,0.416296,0
10563,0.728843,1.156081,0
10564,0.093397,0.091749,0
10565,0.483684,0.969110,0
10566,0.533458,1.552677,0
10567,0.158747,0.138094,0
10568,1.206096,3.728973,1
10569,0.179428,0.062275,0
10570,0.220179,0.138979,0
10571,0.335937,0.852398,0
10572,0.075522,0.038437,0
10573,1.452995,2.865078,1
10574,0.176345,0.272678,0
10575,0.375865,0.586427,0
10576,1.604346,1.898528,0
10577,0.341169,0.261728,0
10578,1.036088,1.968392,0
10579,0.431689,0.880472,0
10580,0.060884,0.042166,0
10581,0.399341,0.274076,0
10582,0.592775,0.771706,0
10583,0.856415,0.924649,0
10584,0.179794,0.229395,0
10585,0.047763,0.022195,0
10586,0.616315,1.123129,0
10587,1.073544,3.124283,1
10588,1.064318,1.141515,0
10589,0.237733,0.132816,0
10590,0.102492,0.051494,0
10591,0.277177,0.181494,0
10592,0.527528,0.043656,0
10593,2.452326,3.867598,1
10594,0.966725,1.898731,0
10595,0.503933,1.816380,0
10596,0.874102,1.053231,0
10597,0.579137,1.273945,0
10598,0.104180,0.198130,0
10599,0.372620,0.702787,0
10600,1.109741,0.895372,0
10601,1.102682,1.753372,0
10602,0.140336,0.134911,0
10603,0.939425,1.346882,0
10604,0.354063,0.690021,0
10605,0.375815,0.514138,0
10606,1.070301,2.126828,1
10607,0.375997,0.862004,0
10608,0.544852,0.902850,0
10609,0.576082,0.919179,0
10610,0.513711,1.057507,0
10611,0.277432,0.730033,0
10612,0.886153,2.090230,1
10613,0.306867,0.205212,0
10614,0.066612,0.057420,0
10615,0.379805,0.611408,0
10616,0.648982,0.690294,0
10617,1.348794,3.496581,1
10618,0.119226,0.095706,0
10619,0.226657,0.258111,0
10620,0.519898,0.481110,0
10621,0.487536,0.766223,0
10622,0.628300,1.108329,0
10623,0.071509,0.073081,0
10624,0.135520,0.093662,0
10625,0.543702,0.915281,0
10626,1.811953,5.118114,1
10627,0.512248,0.949148,0
10628,0.605721,1.451195,0
10629,0.595156,0.946907,0
10630,0.158107,0.061901,0
10631,0.665282,0.563606,0
10632,1.207715,1.970223,0
10633,0.193821,0.210032,0
10634,0.179005,0.187204,0
10635,0.045383,0.042799,0
10636,0.349166,0.616871,0
10637,0.398176,1.729101,0
10638,4.187245,9.752527,1
10639,1.276829,4.306200,1
10640,1.418931,2.609454,1
10641,0.102480,0.112466,0
10642,0.206670,0.186316,0
10643,0.141982,0.107302,0
10644,0.080859,0.090071,0
10645,0.553670,0.582454,0
10646,0.062952,0.063462,0
10647,0.099966,0.097196,0
10648,0.492283,0.814129,0
10649,0.081324,0.080344,0
10650,1.028449,2.077359,1
10651,0.054381,0.017373,0
10652,0.072756,0.075082,0
10653,1.221245,2.492932,1
10654,0.898326,0.294760,0
10655,0.266245,0.538455,0
10656,0.563899,1.437526,0
10657,1.282259,5.190674,1
10658,1.623980,2.827570,1
10659,1.723133,5.186188,1
10660,0.357186,0.386670,0
10661,0.683559,1.288159,0
10662,2.382771,5.488942,1
10663,0.576575,0.976909,0
10664,0.103199,0.073901,0
10665,0.352025,0.343859,0
10666,0.358255,0.876702,0
10667,0.964768,2.716779,1
10668,0.122751,0.113312,0
10669,0.123082,0.056597,0
10670,4.776787,14.232866,1
10671,0.609335,0.641809,0
10672,0.240476,0.415157,0
10673,0.462738,0.822769,0
10674,2.527551,2.871032,1
10675,1.695026,2.173016,1
10676,0.091396,0.098809,0
10677,1.156585,1.331028,0
10678,0.230544,0.505008,0
10679,1.243530,3.140071,1
10680,0.229793,0.159344,0
10681,1.272477,1.590176,0
10682,0.346372,0.664776,0
10683,0.653515,1.311642,0
10684,0.383917,0.176907,0
10685,0.523629,1.198940,0
10686,2.240808,4.074437,1
10687,1.515711,1.635370,0
10688,0.369057,0.752727,0
10689,0.081319,0.083301,0
10690,0.420170,1.648823,0
10691,0.285120,0.081592,0
10692,0.249718,0.250811,0
10693,1.414267,3.751451,1
10694,0.342104,0.400370,0
10695,0.180128,0.296122,0
10696,0.572272,1.135282,0
10697,0.297202,0.124320,0
10698,0.390264,0.449328,0
10699,2.949034,5.705943,1
10700,0.746318,1.547670,0
10701,0.322623,1.019612,0
10702,0.644310,1.131565,0
10703,0.258334,0.160768,0
10704,0.157752,0.135915,0
10705,0.066181,0.064759,0
10706,0.624343,0.933471,0
10707,1.359659,1.595665,0
10708,0.089299,0.073810,0
10709,1.875689,7.969388,1
10710,0.318435,0.179955,0
10711,0.297388,0.604984,0
10712,0.132454,0.093253,0
10713,1.556542,3.053626,1
10714,0.212702,0.098975,0
10715,3.398783,9.124435,1
10716,0.949500,0.745354,0
10717,0.504690,1.158028,0
10718,0.110376,0.048181,0
10719,0.834177,0.962051,0
10720,0.709069,0.671591,0
10721,0.494156,0.744347,0
10722,1.359390,2.126312,1
10723,0.679527,1.238853,0
10724,0.526929,0.504963,0
10725,0.344610,0.223331,0
10726,0.086453,0.035679,0
10727,0.080498,0.074275,0
10728,0.564456,1.268609,0
10729,2.324678,2.635478,1
10730,1.066090,1.636101,0
10731,0.282474,0.571358,0
10732,0.640805,1.111172,0
10733,0.303155,0.494512,0
10734,1.651394,2.067244,1
10735,1.243706,2.250075,1
10736,1.691016,2.643532,1
10737,0.602678,1.103312,0
10738,0.912225,1.879251,0
10739,0.942246,3.206341,1
10740,1.801887,6.151439,1
10741,0.331688,0.486699,0
10742,0.410668,0.500875,0
10743,1.510486,1.328975,0
10744,1.152769,1.832201,0
10745,0.171555,0.035055,0
10746,0.460353,0.624871,0
10747,2.474658,7.166424,1
10748,0.468736,0.645373,0
10749,0.105120,0.070735,0
10750,0.105797,0.032122,0
10751,1.546236,1.496164,0
